Date,Open,High,Low,Close,Volume,Dividends,Ticker
2019-02-14,10.996890669447017,11.04525009218203,10.871156539287695,10.958203315734863,2468500,0.0,GME
2019-02-15,10.958203258913327,11.064593250475275,10.909843836429074,11.054922103881836,2211800,0.0,GME
2019-02-19,11.083937242208737,11.093609311053854,10.764766349353922,10.83246898651123,3305600,0.0,GME
2019-02-20,10.861484270667326,10.929187830203889,10.784109564664902,10.83246898651123,2960500,0.0,GME
2019-02-21,10.861484677214698,10.919516170078271,10.648704688933261,10.668047904968262,2489200,0.0,GME
2019-02-22,10.658376896497792,11.006563091061214,10.658376896497792,10.996891021728516,3249500,0.0,GME
2019-02-25,11.006562783642192,11.412780460476629,11.006562783642192,11.170984268188477,3594500,0.0,GME
2019-02-26,11.16131204687086,11.325733529174219,11.122624693527674,11.258030891418457,2158000,0.0,GME
2019-02-27,11.277374363344565,11.538514696133774,11.238687009121639,11.287046432495117,3397300,0.0,GME
2019-02-28,11.306389904202412,11.47081139396439,11.20967197764668,11.316061973571777,2820200,0.0,GME
2019-03-01,11.490155019860005,11.615889148911904,11.364420890808107,11.364420890808105,1901200,0.0,GME
2019-03-04,11.403108554878138,11.46114004770606,11.093609719473992,11.190327644348145,2228600,0.0,GME
2019-03-05,11.683592404087289,11.702936542984784,10.987219084225726,11.219344139099121,5537900,0.0,GME
2019-03-06,11.277374357422351,11.48048319758087,11.180656433105469,11.180656433105469,3312900,0.0,GME
2019-03-07,11.180656688462307,11.277374614988146,11.064593700824416,11.209671974182129,1811400,0.0,GME
2019-03-08,10.706735705452028,10.85181398246517,10.397236856964243,10.610017776489258,6171600,0.0,GME
2019-03-11,10.61968861539531,10.909844238618094,10.532642758569844,10.890501022338867,2703600,0.0,GME
2019-03-12,10.909844183072313,11.17098451935705,10.861484759051512,11.093609809875488,2164900,0.0,GME
2019-03-13,11.161312454508993,11.258031302588996,11.093609814280567,11.199999809265137,2191600,0.0,GME
2019-03-14,11.3100004196167,11.34000015258789,10.899999618530273,10.949999809265137,2839600,0.38,GME
2019-03-15,10.989999771118164,11.119999885559082,10.899999618530273,11.0600004196167,3537400,0.0,GME
2019-03-18,11.09000015258789,11.170000076293945,10.979999542236328,11.069999694824219,2451200,0.0,GME
2019-03-19,11.069999694824219,11.239999771118164,10.899999618530273,10.960000038146973,3089900,0.0,GME
2019-03-20,10.960000038146973,10.960000038146973,10.399999618530273,10.5,4103900,0.0,GME
2019-03-21,10.470000267028809,10.729999542236328,10.350000381469727,10.550000190734863,3205300,0.0,GME
2019-03-22,10.649999618530273,10.65999984741211,10.4399995803833,10.449999809265137,3289000,0.0,GME
2019-03-25,10.460000038146973,10.489999771118164,10.069999694824219,10.140000343322754,4486200,0.0,GME
2019-03-26,10.109999656677246,10.4399995803833,10.09000015258789,10.350000381469727,3535100,0.0,GME
2019-03-27,10.369999885559082,10.539999961853027,10.25,10.289999961853027,2606200,0.0,GME
2019-03-28,10.359999656677246,10.489999771118164,10.069999694824219,10.1899995803833,3122300,0.0,GME
2019-03-29,10.210000038146973,10.359999656677246,10.149999618530273,10.15999984741211,2919000,0.0,GME
2019-04-01,10.289999961853027,10.420000076293945,10.039999961853027,10.369999885559082,4415700,0.0,GME
2019-04-02,10.369999885559082,10.40999984741211,10.09000015258789,10.100000381469727,8670200,0.0,GME
2019-04-03,8.859999656677246,10.029999732971191,8.819999694824219,9.630000114440918,26597900,0.0,GME
2019-04-04,9.739999771118164,10.0600004196167,9.649999618530273,10.029999732971191,7917800,0.0,GME
2019-04-05,9.960000038146973,10.010000228881836,9.789999961853027,9.859999656677246,5743600,0.0,GME
2019-04-08,9.789999961853027,10.079999923706055,9.729999542236328,9.9399995803833,4551000,0.0,GME
2019-04-09,9.850000381469727,10.0,9.8100004196167,9.819999694824219,2978500,0.0,GME
2019-04-10,9.880000114440918,10.010000228881836,9.880000114440918,9.970000267028809,2807200,0.0,GME
2019-04-11,9.979999542236328,9.979999542236328,9.739999771118164,9.760000228881836,2545200,0.0,GME
2019-04-12,9.789999961853027,9.829999923706055,9.289999961853027,9.319999694824219,4778500,0.0,GME
2019-04-15,9.270000457763672,9.350000381469727,8.8100004196167,8.9399995803833,5527400,0.0,GME
2019-04-16,9.0,9.149999618530273,8.949999809265137,9.079999923706055,4720000,0.0,GME
2019-04-17,9.109999656677246,9.119999885559082,8.75,8.9399995803833,3921100,0.0,GME
2019-04-18,8.859999656677246,9.029999732971191,8.739999771118164,8.770000457763672,3814200,0.0,GME
2019-04-22,8.75,8.819999694824219,8.529999732971191,8.649999618530273,6278700,0.0,GME
2019-04-23,8.640000343322754,8.970000267028809,8.640000343322754,8.890000343322754,4452300,0.0,GME
2019-04-24,8.899999618530273,9.0600004196167,8.890000343322754,9.010000228881836,4106100,0.0,GME
2019-04-25,8.989999771118164,9.0,8.720000267028809,8.949999809265137,2627000,0.0,GME
2019-04-26,8.930000305175781,9.029999732971191,8.880000114440918,8.890000343322754,2306800,0.0,GME
2019-04-29,8.890000343322754,8.899999618530273,8.710000038146973,8.760000228881836,2548100,0.0,GME
2019-04-30,8.800000190734863,8.850000381469727,8.649999618530273,8.649999618530273,3207700,0.0,GME
2019-05-01,8.65999984741211,8.789999961853027,8.470000267028809,8.510000228881836,3538900,0.0,GME
2019-05-02,8.510000228881836,8.829999923706055,8.510000228881836,8.770000457763672,3116900,0.0,GME
2019-05-03,8.8100004196167,8.989999771118164,8.770000457763672,8.970000267028809,2179600,0.0,GME
2019-05-06,8.850000381469727,8.920000076293945,8.65999984741211,8.850000381469727,2406200,0.0,GME
2019-05-07,8.770000457763672,8.920000076293945,8.6899995803833,8.770000457763672,2591600,0.0,GME
2019-05-08,8.75,8.850000381469727,8.649999618530273,8.6899995803833,2062400,0.0,GME
2019-05-09,8.600000381469727,8.649999618530273,8.479999542236328,8.520000457763672,2339500,0.0,GME
2019-05-10,8.520000457763672,8.579999923706055,8.359999656677246,8.479999542236328,2301500,0.0,GME
2019-05-13,8.329999923706055,8.369999885559082,8.170000076293945,8.260000228881836,3043200,0.0,GME
2019-05-14,8.319999694824219,8.550000190734863,8.239999771118164,8.529999732971191,2612900,0.0,GME
2019-05-15,8.4399995803833,8.710000038146973,8.4399995803833,8.6899995803833,2253500,0.0,GME
2019-05-16,8.739999771118164,8.84000015258789,8.640000343322754,8.670000076293945,1751000,0.0,GME
2019-05-17,8.539999961853027,8.779999732971191,8.539999961853027,8.609999656677246,1967300,0.0,GME
2019-05-20,8.460000038146973,8.520000457763672,7.980000019073486,8.0600004196167,5043600,0.0,GME
2019-05-21,8.069999694824219,8.140000343322754,7.889999866485596,8.130000114440918,5697100,0.0,GME
2019-05-22,8.069999694824219,8.079999923706055,7.760000228881836,7.900000095367432,4516100,0.0,GME
2019-05-23,7.840000152587891,7.860000133514404,7.670000076293945,7.699999809265137,3919500,0.0,GME
2019-05-24,7.710000038146973,7.860000133514404,7.710000038146973,7.820000171661377,2542100,0.0,GME
2019-05-28,7.849999904632568,7.989999771118164,7.739999771118164,7.739999771118164,2732800,0.0,GME
2019-05-29,7.730000019073486,7.75,7.389999866485596,7.570000171661377,4127700,0.0,GME
2019-05-30,7.570000171661377,7.699999809265137,7.53000020980835,7.599999904632568,2695200,0.0,GME
2019-05-31,7.46999979019165,7.659999847412109,7.320000171661377,7.579999923706055,3983100,0.0,GME
2019-06-03,7.579999923706055,7.650000095367432,7.420000076293945,7.46999979019165,5229100,0.0,GME
2019-06-04,7.579999923706055,7.849999904632568,7.519999980926514,7.820000171661377,10430100,0.0,GME
2019-06-05,5.489999771118164,5.590000152587891,4.710000038146973,5.039999961853027,39354200,0.0,GME
2019-06-06,4.980000019073486,5.130000114440918,4.840000152587891,5.130000114440918,13558000,0.0,GME
2019-06-07,5.130000114440918,5.230000019073486,4.989999771118164,5.019999980926514,10591300,0.0,GME
2019-06-10,5.369999885559082,5.550000190734863,5.289999961853027,5.440000057220459,18926500,0.0,GME
2019-06-11,5.53000020980835,5.849999904632568,5.489999771118164,5.71999979019165,13423800,0.0,GME
2019-06-12,5.679999828338623,5.800000190734863,5.5,5.5,4914300,0.0,GME
2019-06-13,5.550000190734863,5.730000019073486,5.489999771118164,5.699999809265137,5840800,0.0,GME
2019-06-14,5.699999809265137,5.829999923706055,5.610000133514404,5.630000114440918,5304600,0.0,GME
2019-06-17,5.630000114440918,5.809999942779541,5.599999904632568,5.699999809265137,3686500,0.0,GME
2019-06-18,5.710000038146973,5.829999923706055,5.670000076293945,5.730000019073486,4070400,0.0,GME
2019-06-19,5.75,5.75,5.610000133514404,5.630000114440918,2973300,0.0,GME
2019-06-20,5.659999847412109,5.690000057220459,5.519999980926514,5.53000020980835,3933800,0.0,GME
2019-06-21,5.519999980926514,5.519999980926514,5.309999942779541,5.420000076293945,8954300,0.0,GME
2019-06-24,5.409999847412109,5.46999979019165,5.28000020980835,5.369999885559082,4823300,0.0,GME
2019-06-25,5.340000152587891,5.53000020980835,5.320000171661377,5.449999809265137,3085400,0.0,GME
2019-06-26,5.46999979019165,5.519999980926514,5.380000114440918,5.46999979019165,3551800,0.0,GME
2019-06-27,5.460000038146973,5.590000152587891,5.429999828338623,5.539999961853027,3756000,0.0,GME
2019-06-28,5.53000020980835,5.579999923706055,5.440000057220459,5.46999979019165,3896400,0.0,GME
2019-07-01,5.53000020980835,5.570000171661377,5.340000152587891,5.360000133514404,4310800,0.0,GME
2019-07-02,5.349999904632568,5.449999809265137,5.320000171661377,5.380000114440918,5643500,0.0,GME
2019-07-03,5.409999847412109,5.429999828338623,5.269999980926514,5.309999942779541,2562100,0.0,GME
2019-07-05,5.300000190734863,5.639999866485596,5.269999980926514,5.519999980926514,12894600,0.0,GME
2019-07-08,5.5,5.53000020980835,5.420000076293945,5.449999809265137,6592700,0.0,GME
2019-07-09,5.480000019073486,5.550000190734863,5.28000020980835,5.309999942779541,11721900,0.0,GME
2019-07-10,5.349999904632568,5.369999885559082,5.170000076293945,5.179999828338623,10853300,0.0,GME
2019-07-11,4.980000019073486,5.010000228881836,4.730000019073486,4.840000152587891,16778200,0.0,GME
2019-07-12,4.860000133514404,4.929999828338623,4.809999942779541,4.909999847412109,4392200,0.0,GME
2019-07-15,4.869999885559082,4.889999866485596,4.75,4.75,3068400,0.0,GME
2019-07-16,4.760000228881836,4.809999942779541,4.630000114440918,4.630000114440918,5970000,0.0,GME
2019-07-17,4.630000114440918,4.639999866485596,4.329999923706055,4.380000114440918,7643100,0.0,GME
2019-07-18,4.389999866485596,4.420000076293945,4.119999885559082,4.199999809265137,8585700,0.0,GME
2019-07-19,4.21999979019165,4.420000076293945,4.21999979019165,4.320000171661377,10946500,0.0,GME
2019-07-22,4.329999923706055,4.400000095367432,4.119999885559082,4.139999866485596,5488700,0.0,GME
2019-07-23,4.150000095367432,4.199999809265137,3.9800000190734863,4.090000152587891,7703500,0.0,GME
2019-07-24,4.079999923706055,4.199999809265137,4.050000190734863,4.079999923706055,6020600,0.0,GME
2019-07-25,4.099999904632568,4.320000171661377,3.9700000286102295,3.9800000190734863,5790000,0.0,GME
2019-07-26,4.0,4.079999923706055,3.9600000381469727,4.010000228881836,3209000,0.0,GME
2019-07-29,4.019999980926514,4.159999847412109,4.019999980926514,4.119999885559082,4327100,0.0,GME
2019-07-30,4.099999904632568,4.130000114440918,3.9000000953674316,4.03000020980835,5271400,0.0,GME
2019-07-31,4.03000020980835,4.179999828338623,4.0,4.019999980926514,5208900,0.0,GME
2019-08-01,4.019999980926514,4.059999942779541,3.7799999713897705,3.8399999141693115,5596500,0.0,GME
2019-08-02,3.8299999237060547,3.890000104904175,3.75,3.7799999713897705,3594700,0.0,GME
2019-08-05,3.7200000286102295,3.75,3.5799999237060547,3.7100000381469727,5681800,0.0,GME
2019-08-06,3.7300000190734863,3.819999933242798,3.630000114440918,3.809999942779541,5157400,0.0,GME
2019-08-07,3.740000009536743,3.8499999046325684,3.6600000858306885,3.809999942779541,5856100,0.0,GME
2019-08-08,3.8399999141693115,3.9100000858306885,3.7699999809265137,3.890000104904175,2306700,0.0,GME
2019-08-09,3.8299999237060547,3.859999895095825,3.5899999141693115,3.5899999141693115,3079400,0.0,GME
2019-08-12,3.5799999237060547,3.619999885559082,3.440000057220459,3.509999990463257,2677600,0.0,GME
2019-08-13,3.4800000190734863,3.759999990463257,3.4700000286102295,3.4700000286102295,4504500,0.0,GME
2019-08-14,3.390000104904175,3.4200000762939453,3.190000057220459,3.319999933242798,6081900,0.0,GME
2019-08-15,3.319999933242798,3.4100000858306885,3.1500000953674316,3.2100000381469727,5888400,0.0,GME
2019-08-16,3.25,3.359999895095825,3.2100000381469727,3.319999933242798,3130700,0.0,GME
2019-08-19,3.369999885559082,3.4700000286102295,3.3399999141693115,3.380000114440918,2887500,0.0,GME
2019-08-20,3.3499999046325684,3.4600000381469727,3.2799999713897705,3.4200000762939453,4260000,0.0,GME
2019-08-21,3.5,3.619999885559082,3.440000057220459,3.5399999618530273,5910900,0.0,GME
2019-08-22,3.9700000286102295,4.25,3.7200000286102295,3.869999885559082,29177300,0.0,GME
2019-08-23,3.8399999141693115,3.9000000953674316,3.559999942779541,3.6500000953674316,8660900,0.0,GME
2019-08-26,3.7200000286102295,4.039999961853027,3.6500000953674316,3.819999933242798,10319400,0.0,GME
2019-08-27,3.869999885559082,3.930000066757202,3.680000066757202,3.700000047683716,5701000,0.0,GME
2019-08-28,3.700000047683716,3.9700000286102295,3.6700000762939453,3.880000114440918,6439200,0.0,GME
2019-08-29,3.930000066757202,4.289999961853027,3.75,4.230000019073486,13363500,0.0,GME
2019-08-30,4.260000228881836,4.360000133514404,3.9200000762939453,3.9700000286102295,10634600,0.0,GME
2019-09-03,3.9700000286102295,4.070000171661377,3.6600000858306885,3.809999942779541,9044400,0.0,GME
2019-09-04,3.880000114440918,4.0,3.8499999046325684,3.9800000190734863,4227100,0.0,GME
2019-09-05,4.079999923706055,4.239999771118164,4.070000171661377,4.230000019073486,6892000,0.0,GME
2019-09-06,4.239999771118164,4.360000133514404,4.139999866485596,4.309999942779541,6701500,0.0,GME
2019-09-09,4.349999904632568,4.920000076293945,4.349999904632568,4.760000228881836,14578800,0.0,GME
2019-09-10,4.869999885559082,5.099999904632568,4.510000228881836,5.090000152587891,16659200,0.0,GME
2019-09-11,4.190000057220459,4.949999809265137,3.9700000286102295,4.590000152587891,34005000,0.0,GME
2019-09-12,4.599999904632568,4.809999942779541,4.429999828338623,4.579999923706055,8908700,0.0,GME
2019-09-13,4.619999885559082,4.769999980926514,4.369999885559082,4.409999847412109,7662200,0.0,GME
2019-09-16,4.300000190734863,4.46999979019165,4.269999980926514,4.349999904632568,6761300,0.0,GME
2019-09-17,4.300000190734863,4.340000152587891,4.130000114440918,4.329999923706055,6406000,0.0,GME
2019-09-18,4.329999923706055,4.690000057220459,4.329999923706055,4.599999904632568,9796200,0.0,GME
2019-09-19,4.639999866485596,4.670000076293945,4.420000076293945,4.440000057220459,7860300,0.0,GME
2019-09-20,4.590000152587891,4.800000190734863,4.5,4.699999809265137,11603800,0.0,GME
2019-09-23,4.679999828338623,5.199999809265137,4.610000133514404,5.019999980926514,12474000,0.0,GME
2019-09-24,5.139999866485596,5.5,4.980000019073486,5.010000228881836,13097900,0.0,GME
2019-09-25,5.090000152587891,5.550000190734863,5.079999923706055,5.199999809265137,12164300,0.0,GME
2019-09-26,5.190000057220459,5.340000152587891,5.079999923706055,5.28000020980835,6080900,0.0,GME
2019-09-27,5.25,5.449999809265137,5.21999979019165,5.340000152587891,5548500,0.0,GME
2019-09-30,5.429999828338623,5.639999866485596,5.400000095367432,5.519999980926514,8919800,0.0,GME
2019-10-01,5.639999866485596,5.820000171661377,5.489999771118164,5.579999923706055,6592400,0.0,GME
2019-10-02,5.550000190734863,5.550000190734863,5.239999771118164,5.320000171661377,8154900,0.0,GME
2019-10-03,5.300000190734863,5.480000019073486,5.230000019073486,5.420000076293945,4346700,0.0,GME
2019-10-04,5.429999828338623,5.559999942779541,5.369999885559082,5.550000190734863,4213100,0.0,GME
2019-10-07,5.480000019073486,5.579999923706055,5.409999847412109,5.489999771118164,4154800,0.0,GME
2019-10-08,5.429999828338623,5.440000057220459,5.159999847412109,5.230000019073486,4823100,0.0,GME
2019-10-09,5.25,5.300000190734863,4.960000038146973,4.989999771118164,5809600,0.0,GME
2019-10-10,5.019999980926514,5.150000095367432,4.960000038146973,5.050000190734863,5228000,0.0,GME
2019-10-11,5.139999866485596,5.489999771118164,5.139999866485596,5.369999885559082,5909200,0.0,GME
2019-10-14,5.320000171661377,5.590000152587891,5.21999979019165,5.579999923706055,5273900,0.0,GME
2019-10-15,5.599999904632568,5.909999847412109,5.590000152587891,5.610000133514404,6350900,0.0,GME
2019-10-16,5.579999923706055,5.909999847412109,5.579999923706055,5.880000114440918,3868700,0.0,GME
2019-10-17,5.889999866485596,6.050000190734863,5.800000190734863,6.03000020980835,3606600,0.0,GME
2019-10-18,6.03000020980835,6.050000190734863,5.769999980926514,5.940000057220459,3197100,0.0,GME
2019-10-21,5.980000019073486,6.159999847412109,5.820000171661377,5.929999828338623,3611600,0.0,GME
2019-10-22,5.929999828338623,6.440000057220459,5.929999828338623,6.389999866485596,4174500,0.0,GME
2019-10-23,6.329999923706055,6.619999885559082,6.230000019073486,6.429999828338623,4071400,0.0,GME
2019-10-24,6.5,6.550000190734863,6.03000020980835,6.420000076293945,4268200,0.0,GME
2019-10-25,6.320000171661377,6.429999828338623,6.25,6.349999904632568,2645400,0.0,GME
2019-10-28,6.380000114440918,6.489999771118164,6.170000076293945,6.190000057220459,2854700,0.0,GME
2019-10-29,6.210000038146973,6.25,5.789999961853027,5.809999942779541,3918800,0.0,GME
2019-10-30,5.760000228881836,5.829999923706055,5.519999980926514,5.730000019073486,3739500,0.0,GME
2019-10-31,5.630000114440918,5.690000057220459,5.309999942779541,5.440000057220459,4358600,0.0,GME
2019-11-01,5.449999809265137,6.0,5.429999828338623,5.840000152587891,5210400,0.0,GME
2019-11-04,5.900000095367432,6.019999980926514,5.769999980926514,5.849999904632568,3670000,0.0,GME
2019-11-05,5.880000114440918,6.199999809265137,5.860000133514404,5.909999847412109,3374100,0.0,GME
2019-11-06,5.900000095367432,6.190000057220459,5.820000171661377,6.090000152587891,4128300,0.0,GME
2019-11-07,6.179999828338623,6.320000171661377,6.039999961853027,6.21999979019165,3129300,0.0,GME
2019-11-08,6.170000076293945,6.28000020980835,6.050000190734863,6.090000152587891,1968700,0.0,GME
2019-11-11,6.050000190734863,6.090000152587891,5.769999980926514,6.019999980926514,3109400,0.0,GME
2019-11-12,6.03000020980835,6.070000171661377,5.869999885559082,5.920000076293945,1834500,0.0,GME
2019-11-13,5.909999847412109,5.96999979019165,5.809999942779541,5.940000057220459,1533600,0.0,GME
2019-11-14,5.949999809265137,6.110000133514404,5.900000095367432,5.980000019073486,1708700,0.0,GME
2019-11-15,6.0,6.010000228881836,5.849999904632568,5.880000114440918,2165900,0.0,GME
2019-11-18,5.849999904632568,5.849999904632568,5.610000133514404,5.619999885559082,2995900,0.0,GME
2019-11-19,5.570000171661377,5.659999847412109,5.449999809265137,5.5,3360500,0.0,GME
2019-11-20,5.539999961853027,5.539999961853027,5.360000133514404,5.460000038146973,2666700,0.0,GME
2019-11-21,5.460000038146973,5.579999923706055,5.349999904632568,5.5,2784000,0.0,GME
2019-11-22,5.590000152587891,5.849999904632568,5.5,5.659999847412109,3493100,0.0,GME
2019-11-25,5.670000076293945,6.059999942779541,5.630000114440918,6.03000020980835,2744900,0.0,GME
2019-11-26,6.03000020980835,6.260000228881836,6.010000228881836,6.099999904632568,2648700,0.0,GME
2019-11-27,6.099999904632568,6.389999866485596,6.019999980926514,6.349999904632568,3030000,0.0,GME
2019-11-29,6.329999923706055,6.389999866485596,6.239999771118164,6.340000152587891,1369000,0.0,GME
2019-12-02,6.349999904632568,6.460000038146973,6.090000152587891,6.170000076293945,2060600,0.0,GME
2019-12-03,6.039999961853027,6.179999828338623,5.929999828338623,6.119999885559082,2214900,0.0,GME
2019-12-04,6.170000076293945,6.489999771118164,6.119999885559082,6.429999828338623,2872400,0.0,GME
2019-12-05,6.320000171661377,6.519999980926514,6.239999771118164,6.400000095367432,4381400,0.0,GME
2019-12-06,6.389999866485596,6.679999828338623,6.389999866485596,6.679999828338623,4757300,0.0,GME
2019-12-09,6.650000095367432,6.920000076293945,6.190000057220459,6.329999923706055,6250600,0.0,GME
2019-12-10,6.289999961853027,6.539999961853027,6.119999885559082,6.510000228881836,9594900,0.0,GME
2019-12-11,5.25,5.809999942779541,5.179999828338623,5.53000020980835,19517800,0.0,GME
2019-12-12,5.460000038146973,5.710000038146973,5.409999847412109,5.579999923706055,6387300,0.0,GME
2019-12-13,5.46999979019165,5.619999885559082,5.239999771118164,5.449999809265137,5439000,0.0,GME
2019-12-16,5.389999866485596,5.590000152587891,5.389999866485596,5.5,4406900,0.0,GME
2019-12-17,5.5,6.079999923706055,5.489999771118164,6.059999942779541,4141400,0.0,GME
2019-12-18,6.059999942779541,6.269999980926514,5.929999828338623,6.159999847412109,5264100,0.0,GME
2019-12-19,6.210000038146973,6.239999771118164,6.03000020980835,6.059999942779541,4452000,0.0,GME
2019-12-20,6.059999942779541,6.21999979019165,5.960000038146973,5.989999771118164,5484600,0.0,GME
2019-12-23,6.050000190734863,6.070000171661377,5.539999961853027,5.610000133514404,6282700,0.0,GME
2019-12-24,5.650000095367432,5.670000076293945,5.440000057220459,5.440000057220459,3395500,0.0,GME
2019-12-26,5.46999979019165,5.510000228881836,5.25,5.400000095367432,4264400,0.0,GME
2019-12-27,5.420000076293945,5.980000019073486,5.389999866485596,5.900000095367432,11041300,0.0,GME
2019-12-30,5.880000114440918,6.25,5.760000228881836,6.130000114440918,4482100,0.0,GME
2019-12-31,6.079999923706055,6.389999866485596,5.989999771118164,6.079999923706055,4322600,0.0,GME
2018-12-31,38.5882141943808,38.790247176687544,38.08921742739983,38.39591979980469,140014000,0.0,AAPL
2019-01-02,37.70219518509548,38.666111168366434,37.54154190218645,38.439735412597656,148158800,0.0,AAPL
2019-01-03,35.04655837250907,35.470097793916324,34.56460228206835,34.6108512878418,365248800,0.0,AAPL
2019-01-04,35.18043536467189,36.15895540665279,35.00274514308411,36.08836364746094,234428400,0.0,AAPL
2019-01-07,36.19547021357888,36.227115055273785,35.513913864299965,36.00804138183594,219111200,0.0,AAPL
2019-01-08,36.40480392115812,36.95491901690922,36.15165633972577,36.69446563720703,164101200,0.0,AAPL
2019-01-09,36.825905558809076,37.614564039847025,36.42184330167237,37.31760025024414,180396400,0.0,AAPL
2019-01-10,37.120437133542275,37.47825410337402,36.72124044998495,37.43687438964844,143122800,0.0,AAPL
2019-01-11,37.212933173653056,37.412529647744954,36.879455263265065,37.06931686401367,108092800,0.0,AAPL
2019-01-14,36.718807954636866,36.82104084481136,36.3220440578158,36.511905670166016,129756800,0.0,AAPL
2019-01-15,36.577629451243055,37.337075927861584,36.524078357206285,37.259185791015625,114843600,0.0,AAPL
2019-01-16,37.261615342392446,37.94317162292653,37.24214188132771,37.71436309814453,122278800,0.0,AAPL
2019-01-17,37.53423513947947,38.376444660573426,37.30542662219221,37.93830108642578,119284800,0.0,AAPL
2019-01-18,38.33749300403723,38.42999100109325,37.96750472999546,38.171974182128906,135004000,0.0,AAPL
2019-01-22,38.07218398711462,38.150074125240145,37.149647709021316,37.31517028808594,121576000,0.0,AAPL
2019-01-23,37.52206358901832,37.76304348223145,36.92570325865998,37.46607971191406,92522400,0.0,AAPL
2019-01-24,37.512333607674925,37.602395123567334,36.93544666242547,37.16912078857422,101766000,0.0,AAPL
2019-01-25,37.84580291862852,38.49084875718636,37.563447029084465,38.40078353881836,134142000,0.0,AAPL
2019-01-28,37.92126728780443,38.0527122409605,37.40280070244106,38.04541015625,104768400,0.0,AAPL
2019-01-29,38.03323701888152,38.49085411523136,37.51233395323825,37.65107727050781,166348800,0.0,AAPL
2019-01-30,39.73711648614973,40.443011709878505,39.00200921776719,40.223941802978516,244439200,0.0,AAPL
2019-01-31,40.433284202234546,41.13674676461237,40.05599377013669,40.51361083984375,162958400,0.0,AAPL
2019-02-01,40.64019087914054,41.13188191764224,40.3894723511535,40.53308868408203,130672400,0.0,AAPL
2019-02-04,40.74971773750794,41.784221629724314,40.71807290050167,41.68442153930664,125982000,0.0,AAPL
2019-02-05,42.076322116651596,42.61669864176929,41.952182968950666,42.39762496948242,144406400,0.0,AAPL
2019-02-06,42.51202783249867,42.735970791633825,42.07388793082653,42.4122314453125,112958400,0.0,AAPL
2019-02-07,41.964347283429746,42.33920491502198,41.4629177241935,41.60896682739258,126966800,0.0,AAPL
