Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2018-12-31,11.553844196794582,11.757192101474908,11.008502609667742,11.350496292114258,1246800,0.0,0,AMC
2019-01-02,11.100934890787142,12.089943776635568,10.999260486941337,11.914325714111328,1374900,0.0,0,AMC
2019-01-03,11.831136736248478,12.515124107063427,11.674004383292562,12.071456909179688,1392400,0.0,0,AMC
2019-01-04,12.219346184005671,12.653770102320332,12.034484848394287,12.515124320983887,1025000,0.0,0,AMC
2019-01-07,12.524368682810605,13.180627141658643,12.357993025740031,13.051223754882812,1119200,0.0,0,AMC
2019-01-08,13.13440890640759,13.587319345579646,13.02349211813004,13.467159271240234,1122700,0.0,0,AMC
2019-01-09,13.624293610376405,13.633536897796535,12.838632690921852,12.89409065246582,1443600,0.0,0,AMC
2019-01-10,12.755445580420842,12.86636239119982,12.431937554532482,12.690743446350098,976500,0.0,0,AMC
2019-01-11,12.718473098215242,13.014251255363545,12.579826425935643,12.968035697937012,578600,0.0,0,AMC
2019-01-14,12.921818207470048,13.18062493774704,12.75544345970719,13.060464859008789,1414200,0.0,0,AMC
2019-01-15,13.106680889759392,13.356243461291974,12.912576275683678,13.22684097290039,646600,0.0,0,AMC
2019-01-16,13.208354824509085,13.49489055221899,12.977277937529228,13.032736778259277,960100,0.0,0,AMC
2019-01-17,13.02349314396803,13.365486821800788,13.02349314396803,13.04197883605957,828300,0.0,0,AMC
2019-01-18,13.088195593557852,13.457919165801078,13.088195593557852,13.365488052368164,953800,0.0,0,AMC
2019-01-22,12.949548075347938,12.968033766672505,12.385719945391541,12.487394332885742,1595300,0.0,0,AMC
2019-01-23,12.56133923532969,13.310027826786449,12.54285266196615,12.746200561523438,1480600,0.0,0,AMC
2019-01-24,12.764688884360927,13.189870433624286,12.699986750209066,13.17138385772705,593400,0.0,0,AMC
2019-01-25,13.300786668425475,13.402460186990956,12.866361850030392,12.949549674987793,772600,0.0,0,AMC
2019-01-28,12.912577406283216,13.097438749806098,12.829389581325815,12.949549674987793,689000,0.0,0,AMC
2019-01-29,12.995764674504798,13.236083970045106,12.94030583307957,13.115923881530762,620700,0.0,0,AMC
2019-01-30,13.263814970193929,13.263814970193929,12.88484809781224,13.051223754882812,546000,0.0,0,AMC
2019-01-31,13.106681356060706,13.578077537168475,13.097438068992929,13.541105270385742,905800,0.0,0,AMC
2019-02-01,13.420946187136948,13.420946187136948,12.903333565958878,13.115923881530762,1268900,0.0,0,AMC
2019-02-04,13.097438327917557,13.365487487763566,12.958792545113493,13.263813972473145,858800,0.0,0,AMC
2019-02-05,13.26381353572305,13.485647133500384,12.838632032572313,13.005006790161133,1184500,0.0,0,AMC
2019-02-06,12.931061887717185,13.032736278239996,12.709228296284689,12.746200561523438,1019500,0.0,0,AMC
2019-02-07,12.635284153064308,12.709228685808123,12.21934593600826,12.311776161193848,1494900,0.0,0,AMC
2019-02-08,12.274803676843998,12.699985173314673,12.274803676843998,12.681499481201172,634300,0.0,0,AMC
2019-02-11,12.699986031491713,12.746201587130912,11.997512053943433,12.173130989074707,1696300,0.0,0,AMC
2019-02-12,12.200858303183027,12.348747355835576,11.84962136238908,12.256317138671875,2302400,0.0,0,AMC
2019-02-13,12.293289725792086,12.487394332885742,12.154643074160441,12.487394332885742,1515300,0.0,0,AMC
2019-02-14,12.422693769412072,12.940306413819767,12.348749231852175,12.616798400878906,1173500,0.0,0,AMC
2019-02-15,12.690741722921146,13.069708543478745,12.616797192443647,12.746200561523438,1017300,0.0,0,AMC
2019-02-19,12.681499402634334,12.810901891092179,12.182373377825245,12.200859069824219,2049200,0.0,0,AMC
2019-02-20,12.311775495768273,12.829388078487467,12.247074253486492,12.635283470153809,1771600,0.0,0,AMC
